trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1199,False,"{'a': 0.002, 'e': 0.09089957075291567}",25,0,41.31293173478963,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.002, 'e': 0.09071795328941251}",20,5,17.76982173153495,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.002, 'e': 0.09053669869784343}",20,11,17.45875332374986,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.002, 'e': 0.0903558062531899}",20,2,24.198994012854268,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.002, 'e': 0.0901752752318818}",20,0,28.604547670490934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1204,False,"{'a': 0.002, 'e': 0.08999510491179491}",20,16,6.6699911314304705,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.002, 'e': 0.08981529457224763}",20,12,14.102644660113425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.002, 'e': 0.08963584349399842}",25,12,19.997780364402264,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.002, 'e': 0.08945675095924267}",25,19,-30.593595404143223,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1208,False,"{'a': 0.002, 'e': 0.08927801625161007}",20,0,21.099386113982966,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1209,False,"{'a': 0.002, 'e': 0.08909963865616147}",20,15,9.913146961794538,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.08892161745938634}",25,10,26.32246218562494,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.002, 'e': 0.08874395194919957}",25,13,18.91857001871816,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.002, 'e': 0.08856664141493896}",20,0,21.980460161626134,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1213,False,"{'a': 0.002, 'e': 0.08838968514736205}",25,7,6.982182677400104,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1214,False,"{'a': 0.002, 'e': 0.08821308243864363}",20,14,11.772789321147696,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.002, 'e': 0.08803683258237255}",25,18,2.3972776455802975,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.0878609348735492}",20,0,-12.63104465271675,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1217,False,"{'a': 0.002, 'e': 0.08768538860858248}",20,16,7.450845709349037,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.002, 'e': 0.08751019308528712}",20,0,-14.431356590971614,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1219,False,"{'a': 0.002, 'e': 0.08733534760288077}",25,16,16.856156537006164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.002, 'e': 0.0871608514619813}",20,12,14.857712733440614,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.08698670396460385}",25,17,13.67224545090524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.002, 'e': 0.08681290441415829}",20,0,31.238197682685882,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1223,False,"{'a': 0.002, 'e': 0.0866394521154461}",25,19,11.58688530581605,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.002, 'e': 0.08646634637465792}",20,0,24.180350963078418,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1225,False,"{'a': 0.002, 'e': 0.0862935864993705}",20,2,19.639353780216506,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.002, 'e': 0.08612117179854416}",30,16,-7.5534987122254575,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
1227,False,"{'a': 0.002, 'e': 0.08594910158251981}",25,16,4.739096354895185,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1228,False,"{'a': 0.002, 'e': 0.08577737516301644}",30,21,14.723203848485877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.002, 'e': 0.08560599185312803}",25,15,15.962641886743821,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.002, 'e': 0.08543495096732123}",25,13,10.994301417189956,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1231,False,"{'a': 0.002, 'e': 0.08526425182143217}",25,11,22.87575573271721,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08509389373266411}",30,0,47.19043086633723,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1233,False,"{'a': 0.002, 'e': 0.08492387601958441}",25,15,15.866180494577625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.08475419800212207}",20,6,27.49469806390715,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.002, 'e': 0.08458485900156469}",25,11,26.031677038175545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08441585834055614}",20,11,15.787863970467468,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.002, 'e': 0.08424719534309347}",25,20,10.051319550011954,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08407886933452453}",20,4,28.836190839834465,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.083910879641545}",25,2,35.06847657219996,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.08374322559219596}",25,0,10.19172231502438,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.0835759065158609}",20,10,19.238842553058056,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.002, 'e': 0.08340892174326339}",20,12,-0.9374055227481057,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1243,False,"{'a': 0.002, 'e': 0.08324227060646401}",25,0,33.686589784539215,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1244,False,"{'a': 0.002, 'e': 0.0830759524388581}",25,10,23.97965680428173,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.002, 'e': 0.08290996657517266}",30,20,7.864993574941664,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08274431235146412}",35,17,-27.802354959623518,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1247,False,"{'a': 0.002, 'e': 0.08257898910511527}",20,13,14.030848473174338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08241399617483297}",30,3,-6.135072101643949,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
1249,False,"{'a': 0.002, 'e': 0.08224933290064523}",25,18,12.642218134250399,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.002, 'e': 0.0820849986238988}",20,0,29.205223812644714,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1251,False,"{'a': 0.002, 'e': 0.08192099268725626}",20,0,29.279314705417665,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1252,False,"{'a': 0.002, 'e': 0.08175731443469375}",25,19,3.7674462655719156,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08159396321149794}",30,12,6.599477490163388,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1254,False,"{'a': 0.002, 'e': 0.08143093836426381}",20,14,13.141635462936037,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.002, 'e': 0.08126823924089167}",20,5,23.19738356870947,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.002, 'e': 0.0811058651905849}",20,13,-0.3983890356182531,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1257,False,"{'a': 0.002, 'e': 0.08094381556384699}",25,8,7.459918182539157,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1258,False,"{'a': 0.002, 'e': 0.08078208971247929}",25,15,21.31588306978828,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08062068698957811}",20,7,17.774604425507697,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.002, 'e': 0.08045960674953244}",25,8,-15.065479063406455,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1261,False,"{'a': 0.002, 'e': 0.08029884834802099}",20,4,26.513599838628846,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08013841114201005}",25,18,14.40734184936216,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.002, 'e': 0.07997829448975048}",20,7,7.243261314455124,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1264,False,"{'a': 0.002, 'e': 0.07981849775077554}",30,8,-12.388875044436045,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1265,False,"{'a': 0.002, 'e': 0.07965902028589801}",25,18,9.898603765988158,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.002, 'e': 0.07949986145720786}",35,24,8.484491990537363,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1267,False,"{'a': 0.002, 'e': 0.0793410206280695}",20,12,11.760078878776024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.002, 'e': 0.07918249716311948}",25,11,25.112059119742902,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.002, 'e': 0.07902429042826366}",25,3,34.877592503492835,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.002, 'e': 0.07886639979067495}",25,14,21.43009646816614,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.002, 'e': 0.07870882461879052}",20,0,33.490378574650066,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1272,False,"{'a': 0.002, 'e': 0.07855156428230954}",25,10,10.619221286522496,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1273,False,"{'a': 0.002, 'e': 0.0783946181521904}",20,14,6.8004464912202245,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.002, 'e': 0.07823798560064842}",25,13,24.16793333493651,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.002, 'e': 0.07808166600115313}",20,2,23.51445640764814,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.002, 'e': 0.077925658728426}",30,12,21.11599638327207,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1277,False,"{'a': 0.002, 'e': 0.07776996315843764}",30,13,31.78533931146686,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.002, 'e': 0.07761457866840563}",20,0,-7.902458936968679,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1279,False,"{'a': 0.002, 'e': 0.07745950463679176}",20,14,13.8374583232129,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.002, 'e': 0.07730474044329974}",25,3,18.941755650969558,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1281,False,"{'a': 0.002, 'e': 0.07715028546887258}",25,15,18.28542905259155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.002, 'e': 0.07699613909569011}",20,0,30.58856768654551,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.002, 'e': 0.07684230070716673}",20,16,7.438609400636404,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.002, 'e': 0.0766887696879486}",30,19,16.333656815919294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.002, 'e': 0.07653554542391151}",30,17,22.16833005948168,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.002, 'e': 0.07638262730215813}",35,23,19.441892633048205,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.002, 'e': 0.07623001471101583}",30,13,12.61669428521566,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1288,False,"{'a': 0.002, 'e': 0.07607770704003398}",30,23,15.093932453632119,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.002, 'e': 0.07592570367998178}",20,11,5.1637839827957155,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1290,False,"{'a': 0.002, 'e': 0.07577400402284548}",25,16,17.04049408552539,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.002, 'e': 0.07562260746182634}",20,3,26.355352813263927,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.002, 'e': 0.07547151339133784}",20,15,5.701230669854903,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.002, 'e': 0.07532072120700357}",20,16,6.755178807209028,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.002, 'e': 0.07517023030565453}",20,8,20.992892652900878,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.002, 'e': 0.07502004008532698}",25,13,21.790874485422197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.002, 'e': 0.07487014994525974}",20,0,8.240560132047284,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1297,False,"{'a': 0.002, 'e': 0.07472055928589216}",20,0,31.67089584882206,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.002, 'e': 0.07457126750886131}",30,6,39.81172574147052,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.002, 'e': 0.07442227401699995}",25,19,11.980200597384215,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.002, 'e': 0.07427357821433388}",20,0,30.381547332738513,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.002, 'e': 0.0741251795060797}",20,5,20.60827262931248,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.002, 'e': 0.07397707729864236}",20,2,2.144027637488392,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1303,False,"{'a': 0.002, 'e': 0.0738292709996129}",25,20,9.881402800937902,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.002, 'e': 0.07368176001776583}",30,16,-10.419830384572546,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1305,False,"{'a': 0.002, 'e': 0.0735345437630571}",30,19,17.90338749289583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.002, 'e': 0.07338762164662144}",25,17,12.147263436067332,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.002, 'e': 0.07324099308077024}",20,6,19.63676967995589,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.002, 'e': 0.07309465747898901}",25,15,16.06499041761955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.002, 'e': 0.07294861425593517}",25,7,-7.481641845872874,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1310,False,"{'a': 0.002, 'e': 0.07280286282743559}",20,14,10.691025266497606,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.002, 'e': 0.07265740261048442}",20,11,16.063357952679844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.002, 'e': 0.07251223302324053}",20,2,28.90000528639023,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.002, 'e': 0.07236735348502546}",20,2,7.795927637678565,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1314,False,"{'a': 0.002, 'e': 0.07222276341632078}",25,0,-48.93708037657291,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
1315,False,"{'a': 0.002, 'e': 0.0720784622387661}",20,12,17.883032154190076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.002, 'e': 0.07193444937515645}",35,25,20.05568014533429,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.002, 'e': 0.07179072424944025}",25,13,22.45584850087593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.002, 'e': 0.07164728628671672}",25,11,7.000232161702977,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1319,False,"{'a': 0.002, 'e': 0.0715041349132339}",20,10,14.9599575271282,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.002, 'e': 0.07136126955638605}",30,0,-15.816317761650554,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
1321,False,"{'a': 0.002, 'e': 0.0712186896447116}",25,7,19.647502526023175,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.002, 'e': 0.07107639460789066}",25,0,24.082028050710157,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1323,False,"{'a': 0.002, 'e': 0.07093438387674295}",20,6,20.500393982707724,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.002, 'e': 0.0707926568832253}",30,19,10.316634230553849,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1325,False,"{'a': 0.002, 'e': 0.0706512130604296}",35,19,29.25429837605337,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.002, 'e': 0.0705100518425803}",25,0,35.00725004078116,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1327,False,"{'a': 0.002, 'e': 0.07036917266503243}",30,2,35.36249928168359,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.002, 'e': 0.07022857496426901}",20,9,14.029414907136438,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.002, 'e': 0.07008825817789911}",30,18,19.56703200761078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.002, 'e': 0.06994822174465536}",20,0,27.477526592818244,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.002, 'e': 0.06980846510439187}",30,9,26.881337584163028,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1332,False,"{'a': 0.002, 'e': 0.06966898769808184}",20,14,12.338071096243704,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.002, 'e': 0.06952978896781553}",25,10,27.080626300050888,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.002, 'e': 0.06939086835679777}",30,13,26.309991854911214,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.002, 'e': 0.069252225309346}",20,11,13.824165765593923,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.002, 'e': 0.06911385927088774}",20,13,3.2339863851246258,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1337,False,"{'a': 0.002, 'e': 0.06897576968795878}",20,13,14.06872185504948,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.002, 'e': 0.06883795600820049}",25,17,15.934945971224597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.002, 'e': 0.06870041768035806}",20,16,6.688609429342042,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.002, 'e': 0.06856315415427791}",20,4,25.183470956790565,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.002, 'e': 0.06842616488090583}",25,14,21.070749125410696,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.002, 'e': 0.06828944931228448}",20,2,27.465908419756794,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.002, 'e': 0.06815300690155146}",25,15,18.984068453520557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.002, 'e': 0.06801683710293688}",20,3,28.856783084052466,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.002, 'e': 0.06788093937176144}",20,5,13.440864323328006,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.002, 'e': 0.06774531316443397}",20,13,13.734622039406837,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.002, 'e': 0.0676099579384495}",20,16,9.48349974670466,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.002, 'e': 0.0674748731523869}",20,6,11.206569350882813,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1349,False,"{'a': 0.002, 'e': 0.06734005826590692}",20,10,14.552334289531878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.002, 'e': 0.06720551273974976}",20,8,18.09085981869571,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.002, 'e': 0.06707123603573319}",20,10,17.405024350092667,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.002, 'e': 0.06693722761675015}",30,13,23.550338651822592,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1353,False,"{'a': 0.002, 'e': 0.06680348694676687}",25,8,27.09824571946663,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.002, 'e': 0.06667001349082043}",20,8,19.995223584532237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.002, 'e': 0.06653680671501686}",20,16,10.194315006539194,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.002, 'e': 0.06640386608652883}",25,8,31.851730790851295,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.002, 'e': 0.06627119107359372}",20,0,25.681070122149393,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1358,False,"{'a': 0.002, 'e': 0.06613878114551125}",25,5,23.378560505192134,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1359,False,"{'a': 0.002, 'e': 0.06600663577264156}",30,0,42.142966257032256,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1360,False,"{'a': 0.002, 'e': 0.06587475442640295}",25,16,17.125461628714906,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.002, 'e': 0.0657431365792699}",25,11,24.689751375494094,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.002, 'e': 0.0656117817047708}",25,16,15.325726639410107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.002, 'e': 0.06548068927748603}",20,10,20.2675327723871,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.002, 'e': 0.06534985877304565}",20,4,28.396721035409193,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.002, 'e': 0.06521928966812753}",20,10,18.61312853017483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.002, 'e': 0.065088981440455}",25,19,9.174860864859976,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.002, 'e': 0.06495893356879505}",25,13,-1.2694169614319109,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1368,False,"{'a': 0.002, 'e': 0.06482914553295596}",20,0,2.402265744807239,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1369,False,"{'a': 0.002, 'e': 0.06469961681378547}",20,10,17.311604169691197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.002, 'e': 0.06457034689316847}",25,11,28.098144604299527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.002, 'e': 0.06444133525402518}",30,23,14.162334044594727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.002, 'e': 0.06431258138030878}",20,3,24.563521213279785,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.002, 'e': 0.06418408475700368}",20,13,10.556361833298844,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.002, 'e': 0.06405584487012317}",20,0,3.989879671490547,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
1375,False,"{'a': 0.002, 'e': 0.06392786120670757}",20,0,22.91366928585698,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1376,False,"{'a': 0.002, 'e': 0.063800133254822}",20,0,10.64032234013126,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1377,False,"{'a': 0.002, 'e': 0.06367266050355457}",20,14,7.734419264429021,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.002, 'e': 0.063545442443014}",35,0,23.392868842839857,"{0: 32, 1: 2, 2: 1, 3: 0, 4: 0}",0
1379,False,"{'a': 0.002, 'e': 0.06341847856432796}",20,2,17.93100088033809,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1380,False,"{'a': 0.002, 'e': 0.0632917683596407}",30,14,29.774618851128963,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.002, 'e': 0.06316531132211131}",25,16,11.802588941244347,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
