trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.002, 'e': 0.6935028012097558}",35,0,-210.12483608205548,"{0: 22, 1: 4, 2: 3, 3: 3, 4: 3}",0
184,False,"{'a': 0.002, 'e': 0.6921171816887304}",25,0,-30.97720009567845,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
185,False,"{'a': 0.002, 'e': 0.6907343306373547}",25,5,-19.322058789322718,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
186,False,"{'a': 0.002, 'e': 0.6893542425242224}",20,5,-63.10843711383643,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 1}",1
187,False,"{'a': 0.002, 'e': 0.6879769118289795}",20,0,-94.52362877395795,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
188,False,"{'a': 0.002, 'e': 0.686602333042301}",30,0,-108.27322960061898,"{0: 19, 1: 6, 2: 2, 3: 2, 4: 1}",0
189,False,"{'a': 0.002, 'e': 0.6852305006658703}",30,0,-152.53254468591916,"{0: 22, 1: 2, 2: 1, 3: 2, 4: 3}",0
190,False,"{'a': 0.002, 'e': 0.6838614092123558}",20,0,-113.16431779244878,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
191,False,"{'a': 0.002, 'e': 0.6824950532053901}",20,2,-72.25934166882709,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
192,False,"{'a': 0.002, 'e': 0.6811314271795471}",25,0,-42.72715086857026,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
193,False,"{'a': 0.002, 'e': 0.679770525680321}",20,0,-32.26090081431368,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
194,False,"{'a': 0.002, 'e': 0.678412343264104}",25,0,-71.15860148885926,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
195,False,"{'a': 0.002, 'e': 0.6770568744981647}",20,14,-2.352874761053031,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.002, 'e': 0.675704113960626}",20,0,-52.59958788693061,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
197,False,"{'a': 0.002, 'e': 0.6743540562404442}",20,0,-94.11181473065102,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
198,False,"{'a': 0.002, 'e': 0.6730066959373864}",25,0,-118.43395198421841,"{0: 16, 1: 5, 2: 1, 3: 1, 4: 2}",0
199,False,"{'a': 0.002, 'e': 0.6716620276620098}",20,0,-30.682587338306362,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
200,False,"{'a': 0.002, 'e': 0.6703200460356393}",20,9,-55.7582520365959,"{0: 5, 1: 1, 2: 4, 3: 1, 4: 0}",1
201,False,"{'a': 0.002, 'e': 0.6689807456903467}",25,0,-87.99776048559508,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
202,False,"{'a': 0.002, 'e': 0.6676441212689289}",20,0,-37.29720600470063,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
203,False,"{'a': 0.002, 'e': 0.6663101674248864}",25,13,-5.153759820417854,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.002, 'e': 0.6649788788224019}",30,14,-11.17550583221713,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
205,False,"{'a': 0.002, 'e': 0.6636502501363194}",20,5,-43.20891868344507,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 0}",1
206,False,"{'a': 0.002, 'e': 0.6623242760521222}",20,0,-83.66316165888121,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
207,False,"{'a': 0.002, 'e': 0.6610009512659124}",25,0,-42.615581804825595,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
208,False,"{'a': 0.002, 'e': 0.659680270484389}",20,5,0.27101372045132277,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.002, 'e': 0.6583622284248272}",35,20,-74.00411957428793,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 2}",1
210,False,"{'a': 0.002, 'e': 0.6570468198150567}",25,11,-42.59948602274543,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
211,False,"{'a': 0.002, 'e': 0.6557340393934418}",25,0,-75.68646990990553,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
212,False,"{'a': 0.002, 'e': 0.6544238819088586}",20,14,0.4930773691334105,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.002, 'e': 0.6531163421206756}",35,0,-55.64257982063025,"{0: 26, 1: 3, 2: 4, 3: 2, 4: 0}",0
214,False,"{'a': 0.002, 'e': 0.651811414798732}",30,8,-41.967471256404885,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
215,False,"{'a': 0.002, 'e': 0.6505090947233165}",20,4,-58.2393248362878,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
216,False,"{'a': 0.002, 'e': 0.6492093766851474}",20,0,-2.6060351617839412,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
217,False,"{'a': 0.002, 'e': 0.6479122554853506}",25,13,-33.71656628030379,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
218,False,"{'a': 0.002, 'e': 0.6466177259354396}",20,6,-33.34007475773266,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.002, 'e': 0.6453257828572946}",30,0,-164.44715359240394,"{0: 22, 1: 1, 2: 2, 3: 2, 4: 3}",0
220,False,"{'a': 0.002, 'e': 0.6440364210831414}",30,8,-80.9233937591977,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 1}",1
221,False,"{'a': 0.002, 'e': 0.6427496354555312}",20,10,-3.1512263009025556,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.002, 'e': 0.6414654208273198}",25,0,-74.34532823162702,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
223,False,"{'a': 0.002, 'e': 0.6401837720616471}",25,8,-87.49980462698147,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 2}",1
224,False,"{'a': 0.002, 'e': 0.6389046840319162}",25,0,-159.07701380378919,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
225,False,"{'a': 0.002, 'e': 0.6376281516217733}",20,2,-52.17702371652474,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 0}",1
226,False,"{'a': 0.002, 'e': 0.6363541697250871}",25,5,-108.92814347577747,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
227,False,"{'a': 0.002, 'e': 0.6350827332459281}",25,5,-84.26082308994707,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",1
228,False,"{'a': 0.002, 'e': 0.633813837098549}",25,6,-66.62503225946983,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 1}",1
229,False,"{'a': 0.002, 'e': 0.6325474762073634}",30,5,-22.55613459433506,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",1
230,False,"{'a': 0.002, 'e': 0.631283645506926}",20,9,-22.87489984703349,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
231,False,"{'a': 0.002, 'e': 0.6300223399419123}",30,21,-15.581009271462724,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
232,False,"{'a': 0.002, 'e': 0.6287635544670984}",20,1,-9.116348994431318,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.002, 'e': 0.6275072840473407}",20,4,-36.006091946907,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
234,False,"{'a': 0.002, 'e': 0.6262535236575559}",20,0,-90.8897565217389,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
235,False,"{'a': 0.002, 'e': 0.6250022682827008}",20,0,11.204041298768999,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
236,False,"{'a': 0.002, 'e': 0.623753512917752}",25,6,-7.369662164012049,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.002, 'e': 0.6225072525676867}",20,0,-78.59019485138793,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
238,False,"{'a': 0.002, 'e': 0.6212634822474616}",20,0,-49.74740088142452,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
239,False,"{'a': 0.002, 'e': 0.6200221969819939}",30,16,-61.84001993544826,"{0: 9, 1: 3, 2: 0, 3: 1, 4: 1}",1
240,False,"{'a': 0.002, 'e': 0.6187833918061408}",25,0,-34.89308803792179,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
241,False,"{'a': 0.002, 'e': 0.61754706176468}",20,11,-13.15434432723033,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
242,False,"{'a': 0.002, 'e': 0.6163132019122897}",20,0,-90.73278727130725,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
243,False,"{'a': 0.002, 'e': 0.6150818073135287}",25,3,-72.35615176987712,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 1}",1
244,False,"{'a': 0.002, 'e': 0.6138528730428171}",25,0,-36.65451077822449,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
245,False,"{'a': 0.002, 'e': 0.6126263941844161}",20,0,-85.25137140790824,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
246,False,"{'a': 0.002, 'e': 0.6114023658324087}",25,12,-1.289835517697683,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
247,False,"{'a': 0.002, 'e': 0.6101807830906798}",25,0,-23.348416537928575,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
248,False,"{'a': 0.002, 'e': 0.6089616410728969}",25,0,10.564911891416402,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
249,False,"{'a': 0.002, 'e': 0.6077449349024902}",20,0,-68.91288243513148,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
250,False,"{'a': 0.002, 'e': 0.6065306597126334}",20,10,3.495123801617953,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.002, 'e': 0.6053188106462243}",25,0,-37.176613754721735,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
252,False,"{'a': 0.002, 'e': 0.6041093828558647}",20,0,-104.362786629276,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
253,False,"{'a': 0.002, 'e': 0.6029023715038421}",20,0,-14.526485942952394,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
254,False,"{'a': 0.002, 'e': 0.6016977717621094}",25,0,-56.124125766583006,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
255,False,"{'a': 0.002, 'e': 0.6004955788122659}",30,0,-64.37416782211265,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
256,False,"{'a': 0.002, 'e': 0.5992957878455384}",20,0,-124.45693320686894,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
257,False,"{'a': 0.002, 'e': 0.5980983940627613}",20,0,-135.35573802804714,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
258,False,"{'a': 0.002, 'e': 0.596903392674358}",30,11,-2.0177363138254347,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.002, 'e': 0.5957107789003212}",25,2,-74.1661302858772,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 1}",1
260,False,"{'a': 0.002, 'e': 0.5945205479701944}",30,12,-72.46894412018229,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
261,False,"{'a': 0.002, 'e': 0.593332695123052}",25,0,15.179624129692957,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
262,False,"{'a': 0.002, 'e': 0.5921472156074813}",25,1,-84.23071749965537,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 1}",1
263,False,"{'a': 0.002, 'e': 0.5909641046815626}",35,0,-142.65147876003678,"{0: 23, 1: 4, 2: 5, 3: 1, 4: 2}",0
264,False,"{'a': 0.002, 'e': 0.5897833576128504}",20,0,-57.72223553125257,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
265,False,"{'a': 0.002, 'e': 0.5886049696783552}",20,13,10.429743126848937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.002, 'e': 0.5874289361645234}",30,0,-99.52416696779709,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
267,False,"{'a': 0.002, 'e': 0.5862552523672196}",25,0,-61.47220954438526,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
268,False,"{'a': 0.002, 'e': 0.5850839135917069}",25,0,-41.39058680210325,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
269,False,"{'a': 0.002, 'e': 0.5839149151526287}",30,0,-66.0191630881798,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
270,False,"{'a': 0.002, 'e': 0.5827482523739896}",30,8,-54.23670376220572,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
271,False,"{'a': 0.002, 'e': 0.5815839205891371}",25,3,-75.6534568553829,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 1}",1
272,False,"{'a': 0.002, 'e': 0.5804219151407424}",20,0,-102.65110400028668,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
273,False,"{'a': 0.002, 'e': 0.579262231380782}",20,0,-35.72033930125297,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
274,False,"{'a': 0.002, 'e': 0.5781048646705196}",25,0,-63.89130548720031,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
275,False,"{'a': 0.002, 'e': 0.5769498103804866}",30,8,-30.144380211324307,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
276,False,"{'a': 0.002, 'e': 0.5757970638904645}",20,0,-22.03016532641959,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
277,False,"{'a': 0.002, 'e': 0.5746466205894657}",20,2,-93.94792135328764,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
278,False,"{'a': 0.002, 'e': 0.5734984758757153}",20,2,-90.60906689314216,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 1}",1
279,False,"{'a': 0.002, 'e': 0.5723526251566332}",25,9,-74.99499415420436,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
280,False,"{'a': 0.002, 'e': 0.5712090638488149}",25,10,2.1870113836730787,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.002, 'e': 0.5700677873780134}",20,0,-32.74487586308065,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
282,False,"{'a': 0.002, 'e': 0.5689287911791218}",25,0,-9.765093471191328,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
283,False,"{'a': 0.002, 'e': 0.5677920706961532}",20,0,-51.62747757149145,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
284,False,"{'a': 0.002, 'e': 0.5666576213822246}",30,0,-210.6621039155113,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 5}",0
285,False,"{'a': 0.002, 'e': 0.5655254386995371}",25,0,-142.6935055638974,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
286,False,"{'a': 0.002, 'e': 0.5643955181193583}",25,19,11.872795596868375,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.002, 'e': 0.5632678551220046}",20,0,-34.41897076881595,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
288,False,"{'a': 0.002, 'e': 0.5621424451968224}",25,0,-39.138117114744794,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
289,False,"{'a': 0.002, 'e': 0.5610192838421706}",20,10,-5.968152020362094,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
290,False,"{'a': 0.002, 'e': 0.559898366565402}",25,0,-28.24935059949107,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
291,False,"{'a': 0.002, 'e': 0.5587796888828463}",20,4,-32.858804733483446,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
292,False,"{'a': 0.002, 'e': 0.5576632463197913}",20,0,8.602856391787695,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
293,False,"{'a': 0.002, 'e': 0.5565490344104649}",35,16,-30.35413334377548,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 0}",1
294,False,"{'a': 0.002, 'e': 0.5554370486980182}",30,16,6.9951450790581875,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.002, 'e': 0.5543272847345071}",20,0,-101.75401963681398,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
296,False,"{'a': 0.002, 'e': 0.5532197380808739}",20,0,-54.54833162264642,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
297,False,"{'a': 0.002, 'e': 0.5521144043069306}",25,0,-44.37307816803969,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
298,False,"{'a': 0.002, 'e': 0.5510112789913407}",35,7,-122.5660612748895,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 2}",1
299,False,"{'a': 0.002, 'e': 0.5499103577216016}",25,0,-51.0365318813339,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
300,False,"{'a': 0.002, 'e': 0.5488116360940265}",20,0,-45.90398993838135,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
301,False,"{'a': 0.002, 'e': 0.5477151097137275}",20,13,8.122786184567707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.002, 'e': 0.5466207741945976}",20,2,-49.46625749892598,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
303,False,"{'a': 0.002, 'e': 0.5455286251592933}",25,0,-166.3960778621561,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
304,False,"{'a': 0.002, 'e': 0.5444386582392171}",20,0,-46.816804184538185,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
305,False,"{'a': 0.002, 'e': 0.5433508690744998}",25,0,-95.19360578767548,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
306,False,"{'a': 0.002, 'e': 0.5422652533139832}",30,20,5.259790516201052,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.002, 'e': 0.5411818066152029}",20,5,14.739436921671036,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.002, 'e': 0.5401005246443706}",25,0,-39.339886325943645,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
309,False,"{'a': 0.002, 'e': 0.539021403076357}",25,0,-33.97255952866367,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
310,False,"{'a': 0.002, 'e': 0.5379444375946745}",20,8,14.460778157556113,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.002, 'e': 0.5368696238914595}",20,0,-29.193413579040588,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
312,False,"{'a': 0.002, 'e': 0.535796957667456}",20,0,5.1690888993922295,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
313,False,"{'a': 0.002, 'e': 0.5347264346319975}",25,1,-107.34486060549274,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 2}",1
314,False,"{'a': 0.002, 'e': 0.5336580505029906}",20,0,-57.38457751958962,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
315,False,"{'a': 0.002, 'e': 0.5325918010068972}",20,16,8.324743592445842,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.002, 'e': 0.5315276818787179}",20,9,8.511482639229035,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.002, 'e': 0.5304656888619749}",25,3,-21.725096811257256,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 0}",1
318,False,"{'a': 0.002, 'e': 0.5294058177086945}",20,10,-18.02074604481122,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
319,False,"{'a': 0.002, 'e': 0.528348064179391}",20,0,-80.46906588770733,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
320,False,"{'a': 0.002, 'e': 0.5272924240430485}",25,0,-34.52890730754616,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
321,False,"{'a': 0.002, 'e': 0.5262388930771054}",30,4,-8.470801734249303,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 0}",1
322,False,"{'a': 0.002, 'e': 0.5251874670674361}",30,0,-42.946203409227785,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
323,False,"{'a': 0.002, 'e': 0.5241381418083354}",25,12,9.85584963024159,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.002, 'e': 0.5230909131025008}",25,0,-107.61215701339421,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
325,False,"{'a': 0.002, 'e': 0.522045776761016}",30,3,-58.223820892615784,"{0: 21, 1: 2, 2: 2, 3: 1, 4: 1}",1
326,False,"{'a': 0.002, 'e': 0.5210027286033344}",20,0,-22.703066644132676,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
327,False,"{'a': 0.002, 'e': 0.5199617644572618}",20,0,1.9765895825231032,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
328,False,"{'a': 0.002, 'e': 0.5189228801589404}",20,0,-86.81559586884673,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
329,False,"{'a': 0.002, 'e': 0.5178860715528314}",25,15,11.676119387185073,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.002, 'e': 0.5168513344916992}",25,15,-15.870052496709985,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
331,False,"{'a': 0.002, 'e': 0.5158186648365941}",20,0,-114.45831144228481,"{0: 14, 1: 2, 2: 0, 3: 2, 4: 2}",0
332,False,"{'a': 0.002, 'e': 0.5147880584568362}",20,3,-28.281165134744626,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
333,False,"{'a': 0.002, 'e': 0.5137595112299983}",30,11,-42.95282884107753,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
334,False,"{'a': 0.002, 'e': 0.5127330190418905}",20,10,3.108865931351,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.002, 'e': 0.5117085777865424}",25,6,-51.64513912192491,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 2}",1
336,False,"{'a': 0.002, 'e': 0.5106861833661879}",35,2,-133.4040684774493,"{0: 22, 1: 3, 2: 5, 3: 1, 4: 2}",1
337,False,"{'a': 0.002, 'e': 0.5096658316912476}",20,0,-99.3612586020817,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
338,False,"{'a': 0.002, 'e': 0.5086475186803137}",20,0,-34.212173380361975,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
339,False,"{'a': 0.002, 'e': 0.5076312402601327}",25,18,-5.803889014617314,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.002, 'e': 0.5066169923655895}",20,0,15.155133277605454,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
341,False,"{'a': 0.002, 'e': 0.5056047709396915}",20,0,-27.002553765750793,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
342,False,"{'a': 0.002, 'e': 0.5045945719335512}",35,0,-77.18203016972109,"{0: 29, 1: 2, 2: 2, 3: 0, 4: 2}",0
343,False,"{'a': 0.002, 'e': 0.5035863913063714}",20,0,-49.51773799253559,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
344,False,"{'a': 0.002, 'e': 0.5025802250254283}",20,6,-0.3886551483898808,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.002, 'e': 0.5015760690660555}",20,10,-21.50747303457213,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
346,False,"{'a': 0.002, 'e': 0.5005739194116277}",25,6,-25.981701066378033,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
347,False,"{'a': 0.002, 'e': 0.4995737720535449}",30,3,-88.32956133139633,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 1}",1
348,False,"{'a': 0.002, 'e': 0.4985756229912165}",20,0,-5.012943113658399,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
349,False,"{'a': 0.002, 'e': 0.4975794682320448}",20,2,20.624792506279498,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.49658530379140947}",20,0,-31.06742602251267,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
351,False,"{'a': 0.002, 'e': 0.4955931256926514}",30,19,11.66552144601061,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.002, 'e': 0.494602929967057}",20,10,-34.74783567015437,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
353,False,"{'a': 0.002, 'e': 0.4936147126538418}",20,0,-79.56075584869683,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
354,False,"{'a': 0.002, 'e': 0.49262846980013547}",25,11,2.2774805899609967,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
355,False,"{'a': 0.002, 'e': 0.4916441974609651}",25,20,9.052386283317402,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.002, 'e': 0.4906618916992401}",30,0,-69.3989185815849,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
357,False,"{'a': 0.002, 'e': 0.4896815485857362}",35,0,-34.40652017188882,"{0: 27, 1: 3, 2: 4, 3: 1, 4: 0}",0
358,False,"{'a': 0.002, 'e': 0.4887031641990795}",20,0,-51.01243574414965,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
359,False,"{'a': 0.002, 'e': 0.4877267346257312}",25,0,-127.69954157688468,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
360,False,"{'a': 0.002, 'e': 0.4867522559599717}",20,7,-56.03294679365338,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
361,False,"{'a': 0.002, 'e': 0.485779724303885}",20,0,-44.45616914989912,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
362,False,"{'a': 0.002, 'e': 0.48480913576734325}",35,11,-35.170459410863096,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 0}",1
363,False,"{'a': 0.002, 'e': 0.483840486467991}",30,17,-50.160134968566126,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
364,False,"{'a': 0.002, 'e': 0.48287377253122976}",25,0,-123.38982987934722,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
365,False,"{'a': 0.002, 'e': 0.48190899009020244}",25,0,9.517121463586555,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
366,False,"{'a': 0.002, 'e': 0.480946135285778}",25,1,-82.95042289098133,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 1}",1
